AccountID,AccountName,Region,ClusterName,ClusterVersion,InstanceID,Current_AMI_ID,Current_AMI_Publication_Date,AMI_Age(in days),OS_Version,InstanceType,NodeState,NodeUptime,Latest_AMI_ID,New_AMI_Publication_Date,PatchPendingStatus,NodeReadinessStatus,Cluster_Compliance,Audit_Timestamp
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-07d92994c316c85f7,ami-0f7bbf5ee14bb3792,10/11/24,465,Amazon Linux 2,m5.2xlarge,running,110 days 11 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-077de913d1f4df2c4,ami-0f7bbf5ee14bb3792,10/11/24,465,Amazon Linux 2,m5.2xlarge,running,62 days 21 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-04bc5860eb2e6d517,ami-0f7bbf5ee14bb3792,10/11/24,465,Amazon Linux 2,m5.2xlarge,running,110 days 11 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-0508d07074e4d34b7,ami-0f7bbf5ee14bb3792,10/11/24,465,Amazon Linux 2,m5.2xlarge,running,110 days 11 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-059cf52b17c8212eb,ami-0f7bbf5ee14bb3792,10/11/24,465,Amazon Linux 2,m5.2xlarge,running,48 days 21 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-r5-india,1.32,i-08141be74da4bbe68,ami-03635db1efc09f570,24/09/25,147,Amazon Linux 2,r5.16xlarge,running,141 days 7 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-r5-india,1.32,i-01987df7dcc2daee9,ami-03635db1efc09f570,24/09/25,147,Amazon Linux 2,r5.16xlarge,running,141 days 7 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-r5-india,1.32,i-0604d640a49ffaec3,ami-03635db1efc09f570,24/09/25,147,Amazon Linux 2,r5.16xlarge,running,141 days 7 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-r5-india,1.32,i-0d42d6add3f5fe0c6,ami-03635db1efc09f570,24/09/25,147,Amazon Linux 2,r5.16xlarge,running,141 days 7 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-r5-india,1.32,i-010effaf3969e6f0c,ami-03635db1efc09f570,24/09/25,147,Amazon Linux 2,r5.16xlarge,running,141 days 7 hours,N/A,N/A,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-1,camunda-cluster,1.32,i-0a8bfa5761354b87e,ami-0c9a93b686d95540d,17/10/25,124,Amazon Linux 2023,t3.large,running,113 days 15 hours,ami-0b764b89d619fb32a,10/02/26,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-1,camunda-cluster,1.32,i-098d8b1b8f5022eb4,ami-0c9a93b686d95540d,17/10/25,124,Amazon Linux 2023,t3.large,running,113 days 15 hours,ami-0b764b89d619fb32a,10/02/26,1,N/A,0,18/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-0f8a32467b363ec7d,ami-0341c526b47eb5b86,20/11/25,89,Amazon Linux 2023,m7i-flex.2xlarge,running,76 days 23 hours,ami-06166778931250224,10/02/26,1,N/A,1,18/02/26
