AccountID,AccountName,Region,ClusterName,ClusterVersion,InstanceID,Current_AMI_ID,Current_AMI_Publication_Date,AMI_Age(in days),OS_Version,InstanceType,NodeState,NodeUptime,Latest_AMI_ID,New_AMI_Publication_Date,PatchPendingStatus,NodeReadinessStatus,Cluster_Compliance,Audit_Timestamp
125190407919,mmi-sandbox-mmk8s-dev,us-east-1,camunda-cluster,1.32,i-0a8bfa5761354b87e,ami-0c9a93b686d95540d,17/10/25,129,Amazon Linux 2023,t3.large,running,119 days 9 hours,ami-0b764b89d619fb32a,10/02/26,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-1,camunda-cluster,1.32,i-098d8b1b8f5022eb4,ami-0c9a93b686d95540d,17/10/25,129,Amazon Linux 2023,t3.large,running,119 days 9 hours,ami-0b764b89d619fb32a,10/02/26,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-0fccda4b7e2e0efc0,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 23 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-0b24580320d344ef0,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 22 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-0d9f6c1c6382f5b27,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 23 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-020a84f5659e9f63b,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 22 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-0e7a3d36017b24b37,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 22 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,us-east-2,modmed-dev-global,1.34,i-048d9e7d71f186f8b,ami-06166778931250224,10/02/26,13,Amazon Linux 2023,m7i-flex.2xlarge,running,4 days 23 hours,ami-06166778931250224,10/02/26,0,N/A,1,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-07d92994c316c85f7,ami-0f7bbf5ee14bb3792,10/11/24,471,Amazon Linux 2,m5.2xlarge,running,116 days 5 hours,ami-038e172c7e3275721,10/12/25,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-077de913d1f4df2c4,ami-0f7bbf5ee14bb3792,10/11/24,471,Amazon Linux 2,m5.2xlarge,running,68 days 15 hours,ami-038e172c7e3275721,10/12/25,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-04bc5860eb2e6d517,ami-0f7bbf5ee14bb3792,10/11/24,471,Amazon Linux 2,m5.2xlarge,running,116 days 5 hours,ami-038e172c7e3275721,10/12/25,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-0508d07074e4d34b7,ami-0f7bbf5ee14bb3792,10/11/24,471,Amazon Linux 2,m5.2xlarge,running,116 days 5 hours,ami-038e172c7e3275721,10/12/25,1,N/A,0,24/02/26
125190407919,mmi-sandbox-mmk8s-dev,ap-south-1,modmed-dev-k8s-india,1.31,i-059cf52b17c8212eb,ami-0f7bbf5ee14bb3792,10/11/24,471,Amazon Linux 2,m5.2xlarge,running,54 days 15 hours,ami-038e172c7e3275721,10/12/25,1,N/A,0,24/02/26
